Customer_ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Spent_Behaviour,Credit-Builder Loan,Personal Loan,Debt Consolidation Loan,Student Loan,Payday Loan,Mortgage Loan,Auto Loan,Home Equity Loan,Not Specified
CUS_0xb891,3,33,5,0.000979038,0.154945795,2,5,4,1,3,9,1.99,4,3,632.46,32.30116343,209,0,16.41545166,0.008340651,1,1,1,0,0,0,0,0,0,0,0,0,1
CUS_0xb891,4,33,5,0.000979038,0.154945795,2,5,4,1,7,6,-2.01,4,3,632.46,38.13234819,210,0,16.41545166,0.027233404,2,1,1,1,0,0,0,0,0,0,0,0,1
CUS_0xb891,5,33,5,0.000979038,0.154945795,2,5,4,1,5,6,-1.01,4,3,632.46,41.15431655,211,0,16.41545166,1,0,1,1,1,0,0,0,0,0,0,0,0,1
CUS_0xb891,6,33,15,0.000979038,0.154945795,2,5,4,1,5,6,-3.01,4,2.333333333,632.46,27.44542179,212,0,16.41545166,0.008495285,2,1,1,0,0,0,0,0,0,0,0,0,1
CUS_0xb891,7,33,5,0.000979038,0.154945795,2,5,4,1,5,8.333333333,1.99,4,3,632.46,26.05639528,213,0,16.41545166,0.007128367,0,1,1,1,0,0,0,0,0,0,0,0,1
CUS_0xb891,8,33,5,0.000979038,0.154945795,2,5,4,3,4,9,1.99,4,3,632.46,27.33251493,214,0,16.41545166,0.012561725,2,1,1,0,0,0,0,0,0,0,0,0,1
CUS_0x1cdb,1,21,2,0.001179848,0.171107028,7,5,5,0,5,14.33333333,2.58,4,2,943.86,39.79776423,368,1,0,0.027672539,3,1,1,2,0.333333333,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0.333333333,0
CUS_0x1cdb,2,21,2,0.001179848,0.265763485,7,5,5,0,9,10.66666667,2.58,4,2,943.86,27.02036025,369,0,0,0.007444364,1,1,1,0,0.333333333,0.333333333,0.666666667,0,0,0.333333333,0,0.333333333,0
CUS_0x1cdb,3,21,2,0.001179848,0.171107028,7,5,5,3,5,12,2.58,4,2,943.86,23.46230304,370,1,0,0.017313865,1,1,1,1,0.333333333,0,0.333333333,0,0,0.666666667,0,0.333333333,0
CUS_0x1cdb,4,21,2,0.001179848,0.171107028,7,5,5,0,1,15,2.58,4,3,943.86,28.92495378,371,1,0,0.009678549,1,1,1,0,0.333333333,0.333333333,0,0,0.333333333,0.666666667,0.333333333,0.333333333,0
CUS_0x1cdb,5,21,2,0.001179848,0.171107028,7,5,5,0,9,17,2.58,4,2.333333333,943.86,41.77618715,372,1,0,0.006272328,2,1,1,0,0.666666667,0,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0.333333333
CUS_0x1cdb,6,21,2,0.001179848,0.372937232,7,5,5,0,5,15,2.58,4,2,943.86,29.21755633,373,1,0,0.003764364,1,1,1,0,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0,0.333333333,0.333333333
CUS_0x1cdb,7,21,2,0.001179848,0.171107028,7,5,5,0,10,15,2.58,4,2,943.86,26.26382269,374,1,0,0.018101198,2,1,1,1,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0
CUS_0x1cdb,8,21,2,0.001179848,0.171107028,7,5,5,3,1,15,2.58,4,2,943.86,25.86292247,375,1,0,0.01813309,2,1,1,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0.333333333
CUS_0x95ee,1,31,7,0.002766416,0.549555598,4,6,8,0,12,10,10.14,2,3,548.2,39.96268501,245.3333333,0,15015,0.009867441,0,1,2,0,0,1,0,0.333333333,0.333333333,0,1,0,0.333333333
CUS_0x95ee,2,31,15,0.002766416,0.381522327,4,5,8,0,8,7,10.14,2,3,548.2,42.7698644,384,0,0,0.017293921,1,1,2,1,0,0,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,0,0.333333333
CUS_0x95ee,3,31,7,0.002766416,0.381522327,4,5,8,0,8,7,10.14,2,3,548.2,40.71218653,213.6666667,0,0,0.015005973,1,1,2,0,0,0,0.333333333,0,0.666666667,0,0.666666667,0.333333333,0
CUS_0x95ee,4,31,7,0.002766416,0.381522327,4,5,8,0,8,7,10.14,2,3,548.2,30.20165771,386,0,0,0.061820239,2,1,2,1,0.333333333,0.333333333,0.333333333,0,0.333333333,0,1,0,0
CUS_0x95ee,5,31,7,0.002766416,0.381522327,4,5,14,0,11,7,10.14,2,2.666666667,548.2,26.33331043,387,0,0,0.017795184,0,1,2,1,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0
CUS_0x95ee,6,31,7,0.002766416,0.381522327,4,5,8,0,7,7,10.14,2,3,548.2,35.27543652,289.6666667,0,15515,0.023579033,0,1,2,1,0,0,0.333333333,0,0.666666667,0,0.666666667,0.333333333,0
CUS_0x95ee,7,31,7,0.002766416,0.381522327,4,5,8,0,8,4,9.14,2,3,548.2,36.62479126,389,0,0,0.03485094,2,1,1,0,0.333333333,0,0,0,0.333333333,0.333333333,0.666666667,0.333333333,0
CUS_0x95ee,8,31,7,0.002766416,0.381522327,4,5,8,0,8,7,10.14,2.333333333,3,548.2,31.58098967,390,0,0,0.004263559,3,1,2,2,0,0.333333333,0.333333333,0.333333333,0.666666667,0.333333333,0.333333333,0,0.333333333
CUS_0x284a,1,33,7,0.005138571,0.734121655,0,1,8,2,0,3,9.34,2,3,352.16,32.200509,367,0,137.6446054,0.037817125,1,1,2,0,1,0,0,0,0,1,0,0,0
CUS_0x284a,3,34,7,0.005138571,0.682207274,0,1,8,2,0,3,9.34,4,3,352.16,31.8031345,369,0,911.2201793,0.018806432,0,1,2,0,1,0,0,0,0,1,0,0,0
CUS_0x284a,4,34,7,0.005138571,0.682207274,0,1,8,2,0,2,8.34,4,3,352.16,42.6457849,370,0,23834,0.033743496,1,1,2,0,1,0,0,0,0,1,0,0,0
CUS_0x284a,5,34,7,0.005138571,0.682207274,0,1,8,2,0,4,9.34,4,3,352.16,40.90251715,371,0,32662,0.026337891,0,1,2,0,1,0,0,0,0,1,0,0,0
CUS_0x284a,6,34,7,0.005138571,0.557473879,0,1,8,3,0,3,11.34,4,3,352.16,41.98016961,372,0,911.2201793,0.008656639,0,1,1,0,1,0,0,0,0,1,0,0,0
CUS_0x284a,7,34,7,0.450679831,0.579835446,0,1,8,2,0,2,9.34,4,3,352.16,26.94756515,373,0,911.2201793,0.09303919,3,1,2,2,1,0,0,0,0,1,0,0,0
CUS_0x284a,8,34,7,0.005138571,0.682207274,0,1,8,2,0,2,9.34,4,3,352.16,29.18791265,374,0,911.2201793,0.087052238,1,1,2,1,1,0,0,0,0,1,0,0,0
CUS_0x5407,1,33,10,0.001119234,0.301421998,8,7,15,3,30,11,17.13,5,2,1704.18,24.44806275,272.6666667,0,70.47833267,0.016244101,0,1,0,1,0,0,0,1,0,0,1,0,1
CUS_0x5407,2,30,10,0.001119234,0.154853463,8,7,15,3,30,14,17.13,5,2.333333333,1704.18,35.17116002,176,1,70.47833267,0.003843698,0,1,0,0,0,0,0,1,0,0,1,0,1
CUS_0x5407,3,30,10,0.001119234,0.243431352,8,7,15,3,31,14,17.13,5,2,1704.18,35.11155247,177,1,70.47833267,0.019972077,0,1,0,1,0,0,0,1,0,0,1,0,1
CUS_0x5407,4,30,15,0.001119234,0.154853463,8,7,15,3,34,14,21.13,5,2.333333333,1704.18,29.76215931,178,1,70.47833267,0.022055219,2,1,0,1,0,0,0,1,0,0,1,0,1
CUS_0x5407,5,30,15,0.001119234,0.154853463,8,7,15,3,27,14,17.13,5,2,1704.18,30.20621422,179,1,70.47833267,0.028762831,0,1,1,0,0,0,0,1,0,0,1,0,1
CUS_0x5407,6,30,10,0.001119234,0.154853463,8,7,15,3,30,14,18.13,5,2,1704.18,31.17087232,180,1,70.47833267,0.051537745,3,1,1,2,0,0,0,1,0,0,1,0,1
CUS_0x5407,7,30,10,0.001119234,0.405477599,8,7,15,3,30,11,17.13,5,2,1704.18,38.43850508,181,0,70.47833267,0.005545978,2,1,1,0,0,0,0,1,0,0,1,0,1
CUS_0x5407,8,30,10,0.001119234,0.154853463,8,7,15,3,30,14,17.13,9,2,1704.18,33.82348834,182,1,70.47833267,0.002932636,1,1,0,0,0,0,0,1,0,0,1,0,1
CUS_0x4157,1,23,3,0.004457535,0.640240911,2,5,7,3,13,11,8.24,3,3,1377.74,33.66455429,256,0,226.8927919,0.021519352,2,1,2,0,0,1,1,0,0,0,1,0,0
CUS_0x4157,2,23,3,0.004457535,0.640240911,2,5,7,3,14,8,8.98,3,3,1377.74,27.62632549,257,0,226.8927919,0.02122356,0,1,2,0,0,1,1,0,0,0,1,0,0
CUS_0x4157,3,23,3,0.004457535,0.689301305,2,5,7,3,11,11,4.56,3,3,1377.74,35.1415673,258,0,226.8927919,0.04703858,2,1,2,0,0,1,1,0,0,0,1,0,0
CUS_0x4157,4,23,3,0.004457535,0.388114032,2,5,7,3,11,14,8.24,8,3,1377.74,30.45903184,259,0,226.8927919,0.022508205,3,1,2,2,0,1,1,0,0,0,1,0,0
CUS_0x4157,5,23,3,0.004457535,0.640240911,2,5,7,3,11,11,11.24,8,3,1377.74,29.81918663,260,0,226.8927919,0.064980936,2,1,1,0,0,1,1,0,0,0,1,0,0
CUS_0x4157,6,24,3,0.004457535,0.640240911,2,5,7,3,13,14,8.24,8,2.333333333,1377.74,26.11421387,261,0,226.8927919,0.054638057,3,1,2,2,0,1,1,0,0,0,1,0,0
CUS_0x4157,7,24,3,0.004457535,0.640240911,2,5,7,3,11,10.33333333,8.24,8,3,1377.74,31.76751565,262,0,226.8927919,0.02154683,1,1,2,0,0,1,1,0,0,0,1,0,0
CUS_0x4157,8,24,3,0.004457535,0.640240911,2,5,7,3,11,11,8.24,8,3,1377.74,27.81335364,263,0,226.8927919,0.025457177,0,1,1,0,0,1,1,0,0,0,1,0,0
CUS_0xba08,1,33,6,0.001007185,0.169222868,0,5,12,2,4,0,5.76,2,3,421.43,29.51935256,281.3333333,0,46.61612907,0.015435278,2,1,2,0,0,0,0,0,1,0,0,0,1
CUS_0xba08,2,33,6,0.001007185,0.169222868,1,6,12,2,2,0,-1.24,2,3,421.43,28.22048096,318,0,46.61612907,0.029874447,2,1,2,1,0,0,0,0,1,0,0,0,1
CUS_0xba08,4,33,6,0.001007185,0.169222868,1,6,12,2,1,0,5.76,5,2.666666667,421.43,30.1680304,320,0,46.61612907,0.023360553,2,1,2,1,0,0,0,0,1,0,0,0,1
CUS_0xba08,5,33,6,0.001007185,0.169222868,1,6,12,2,1,0,5.76,5,2.666666667,421.43,25.18923173,321,0,16415,0.018470057,2,1,2,1,0,0,0,0,1,0,0,0,1
CUS_0xba08,6,33,6,0.001007185,0.169222868,1,6,12,2,1,0,5.76,5,3,421.43,25.50246855,223.6666667,0,46.61612907,0.013771742,1,1,2,1,0,0,0,0,1,0,0,0,1
CUS_0xa66b,1,33,13,0.001105588,0.177502353,5,5,20,3,16,20,11,4,2,1328.93,37.08907565,230,0,65.00817429,0.01173067,1,1,1,0,1,1,0,0,0,0,1,0,0
CUS_0xa66b,2,33,13,0.001105588,0.177502353,5,5,20,3,16,20,11,4,2,1328.93,30.90808063,231,1,65.00817429,0.007013108,0,1,1,0,1,1,0,0,0,0,1,0,0
CUS_0xa66b,3,33,15,0.001105588,0.431066022,5,5,20,3,16,20,11,8,2,1328.93,38.03072168,232,1,65.00817429,0.027018258,0,1,1,1,1,1,0,0,0,0,1,0,0
CUS_0xa66b,4,33,13,0.001105588,0.177502353,5,5,20,3,17,22,11,8,2,1328.93,23.40441278,233,1,65.00817429,0.002519256,0,1,1,0,1,1,0,0,0,0,1,0,0
CUS_0xa66b,5,33,13,0.001105588,0.177502353,5,5,20,3,16,20,8,8,2,1328.93,29.07375818,234,1,65.00817429,0.024332968,2,1,1,1,1,1,0,0,0,0,1,0,0
CUS_0xa66b,6,33,13,0.001105588,0.177502353,5,5,20,3,16,20,11,8,2,1328.93,32.78263673,235,1,65.00817429,0.007286008,1,1,1,0,1,1,0,0,0,0,1,0,0
CUS_0xa66b,7,33,13,0.001105588,0.177502353,5,5,20,3,16,20,11,8,2,1328.93,35.58400505,236,1,65.00817429,0.003542717,3,1,1,2,1,1,0,0,0,0,1,0,0
CUS_0xa66b,8,33,13,0.001105588,0.177502353,5,5,20,3,16,17,11,8,2,1328.93,31.13948358,241,1,65.00817429,0.002596961,0,1,1,0,1,1,0,0,0,0,1,0,0
CUS_0xc0ab,2,33,4,0.003374566,0.467287222,3,6,14,2,4,2,3.51,3,3,950.36,41.03616828,306,0,135.173371,0.015717479,0,1,2,0,0,0,0,0,1,0,0,0,0
CUS_0xc0ab,3,33,4,0.003374566,0.467287222,3,6,1,2,4,0,3.51,3,3,950.36,34.67019438,307,0,135.173371,0.029818891,1,1,1,0,0,0,0,0,1,0,0,0,0
CUS_0xc0ab,4,33,4,0.003374566,0.467287222,3,6,1,2,4,2,3.51,3,3,950.36,31.82853557,308,0,135.173371,0.100037006,2,1,1,1,0,0,0,0,1,0,0,0,0
CUS_0xc0ab,5,33,4,0.003374566,0.467287222,3,6,1,2,4,2,3.51,3,3,950.36,34.70283693,309,0,135.173371,0.027961862,1,1,2,0,0,0,0,0,1,0,0,0,0
CUS_0xc0ab,6,33,4,0.003374566,0.467287222,3,6,1,2,4,0,3.51,3,3,950.36,38.32363895,310,0,135.173371,0.068612622,2,1,2,1,0,0,0,0,1,0,0,0,0
CUS_0xc0ab,7,33,4,0.003374566,0.344968561,3,6,1,2,4,2,3.51,3,3,950.36,25.9791728,311,0,80357,0.016407482,0,1,2,0,0,0,0,0,1,0,0,0,0
CUS_0x3e45,1,35,5,0.001958833,0.299512664,6,4,14,3,10,8,5.54,3,2,179.22,25.64924607,322,1,124.3920824,0.024373544,0,1,1,1,0,1,0,1,0,0,0,0,1
CUS_0x3e45,2,35,5,0.001958833,0.299512664,6,4,14,3,10,10,4.54,3,2,179.22,29.40877528,323,1,124.3920824,0.014275186,1,1,1,0,0,1,0,1,0,0,0,0,1
CUS_0x3e45,3,35,5,0.001958833,0.385565795,6,4,14,3,15,11,5.54,3,2.666666667,179.22,31.25892847,324,0,124.3920824,0.003334957,0,1,1,0,0,1,0,1,0,0,0,0,1
CUS_0x3e45,4,35,5,0.001958833,0.299512664,6,4,14,3,10,7,0.54,3,2,179.22,27.19258741,325,1,124.3920824,0.049484223,2,1,1,1,0,1,0,1,0,0,0,0,1
CUS_0x3e45,5,35,5,0.001958833,0.299512664,6,4,14,3,10,8,11.54,3,2,179.22,34.59532446,326,1,124.3920824,0.023311845,2,1,1,1,0,1,0,1,0,0,0,0,1
CUS_0x3e45,6,35,5,0.001958833,0.299512664,6,4,14,3,10,8,5.54,3,2.666666667,179.22,23.1950254,327,1,124.3920824,0.063514656,2,1,1,1,0,1,0,1,0,0,0,0,1
CUS_0x3e45,7,36,5,0.001958833,0.299512664,6,4,14,3,10,8,5.54,7,2,179.22,35.11253199,328,1,124.3920824,0.01581124,0,1,1,1,0,1,0,1,0,0,0,0,1
CUS_0x3e45,8,36,5,0.001958833,0.299512664,6,4,14,3,10,8,5.54,7,2,179.22,32.87880507,329,1,124.3920824,0.04951179,2,1,1,1,0,1,0,1,0,0,0,0,1
CUS_0x6c66,1,33,8,7.01E-05,0.542217256,6,5,32,7,23,9,8.86,6,2.333333333,2602.69,24.52316385,107,1,36.54819717,0.001306621,0,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,2,33,8,7.01E-05,0.01446101,6,5,32,7,23,9,8.86,6,2,2602.69,39.9025176,108,1,36.54819717,0.003471516,0,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,3,33,8,7.01E-05,0.01446101,6,5,32,7,23,9,8.86,6,2,2602.69,36.47591386,109,0,36.54819717,0.004565098,0,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,4,33,8,7.01E-05,0.01446101,6,5,32,7,22,7,8.86,6,2,2602.69,32.09749228,110,1,36.54819717,0.002039018,2,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,5,33,8,7.01E-05,0.01446101,6,5,32,7,22,9,8.86,6,2,2602.69,37.16937449,111,1,36.54819717,0.005048695,2,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,6,33,8,7.01E-05,0.01446101,6,5,32,7,23,6,10.80666667,6,2,2602.69,28.57003141,112,1,36.54819717,0.005293161,1,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,7,33,8,7.01E-05,0.063002982,6,5,32,7,21,9,13.49333333,9,2,2602.69,38.46541541,149.3333333,1,36.54819717,0.003047181,1,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0x6c66,8,33,8,7.01E-05,0.01446101,6,5,32,7,23,9,8.86,9,2,2602.69,28.81553706,114,0,36.54819717,0.011799579,2,1,0,1,0,1,0,1,1,0,1,1,0
CUS_0xff4,1,36,5,0.000766413,0.141749634,8,7,14,5,16,14,7.83,5,2,758.44,37.41820917,218,0,101.3286374,0.00531046,1,1,1,0,1,0,0,1,0,0,1,0,1
CUS_0xff4,3,37,5,0.000766413,0.141749634,8,7,14,5,16,10,7.83,5,2,758.44,25.41361674,220,1,101.3286374,0.009121659,0,1,1,1,1,0,0,1,0,0,1,0,1
CUS_0xff4,4,37,5,0.000766413,0.141749634,8,7,14,5,16,10,7.83,3,2,758.44,35.94627822,221,1,101.3286374,0.008371475,1,1,1,0,1,0,0,1,0,0,1,0,1
CUS_0xff4,5,37,5,0.000766413,0.141749634,8,7,14,5,16,13,7.83,5,2.333333333,758.44,28.27742001,222,1,101.3286374,0.031199935,2,1,1,1,1,0,0,1,0,0,1,0,1
CUS_0xff4,6,37,5,0.000766413,0.141749634,8,7,14,5,16,10,7.83,5,2.333333333,758.44,34.58659949,312,1,101.3286374,0.006173075,2,1,1,0,1,0,0,1,0,0,1,0,1
CUS_0xff4,7,37,5,0.000766413,0.141749634,8,7,14,5,16,14,10.83,5,2,758.44,30.09906724,224,1,101.3286374,0.013030039,2,1,1,1,1,0,0,1,0,0,1,0,1
CUS_0xff4,8,37,5,0.000766413,0.141749634,8,7,14,5,15,13,7.83,5,2,758.44,39.3334879,225,1,101.3286374,0.018981586,1,1,1,1,1,0,0,1,0,0,1,0,1
CUS_0x33d2,1,30,12,0.001032938,0.177068992,6,6,7,2,8,14,6.28,0,2,818.22,25.36959679,202,1,45.14129822,0.008199884,1,1,1,1,0,0,0,0,1,0,0,1,0
CUS_0x33d2,2,30,12,0.001032938,0.177068992,6,6,7,2,12,14,6.28,0,2,818.22,37.95856941,203,1,45.14129822,1,2,1,1,1,0,0,0,0,1,0,0,1,0
CUS_0x33d2,3,33,12,0.001032938,0.177068992,6,6,7,2,8,14,10.28,1,2,818.22,27.38010905,204,1,45.14129822,0.026425709,2,1,1,1,0,0,0,0,1,0,0,1,0
CUS_0x33d2,4,30,12,0.001032938,0.177068992,6,6,7,2,8,14,6.28,1,2.666666667,818.22,34.15826212,205,1,45.14129822,0.015245233,1,1,1,1,0,0,0,0,1,0,0,1,0
CUS_0x33d2,5,30,12,0.001032938,0.177068992,6,6,7,2,8,14,6.28,1,2,818.22,30.7880388,206,1,45.14129822,0.004347041,1,1,1,0,0,0,0,0,1,0,0,1,0
CUS_0x33d2,6,31,12,0.001032938,0.511740278,6,6,7,2,8,14,6.28,1,2,818.22,34.28096872,207,1,45.14129822,0.011272389,2,1,1,0,0,0,0,0,1,0,0,1,0
CUS_0x33d2,7,31,12,0.001032938,0.52922055,6,6,7,3,8,16,6.28,1,2,818.22,29.50345427,208,1,45.14129822,0.010455724,2,1,1,0,0,0,0,0,1,0,0,1,0
CUS_0x33d2,8,31,12,0.001032938,0.177068992,6,6,7,2,8,16,6.28,1,2,818.22,36.01279377,209,1,45.14129822,0.00975882,0,1,1,1,0,0,0,0,1,0,0,1,0
CUS_0x6070,1,20,0,0.003515396,0.516173336,6,7,16,0,16,11,9.13,0,2,1296.64,37.11561494,350,1,0,0.015463412,3,1,1,2,0,0,0.333333333,0.666666667,0,1,0.333333333,0.333333333,0.333333333
CUS_0x6070,2,20,0,0.003515396,0.489091369,6,7,16,0,16,11,9.13,4,2,1296.64,39.46775837,351,1,0,0.071049538,1,1,1,1,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0.333333333
CUS_0x6070,3,20,0,0.003515396,0.489091369,6,7,16,0,18,11,9.13,4,3,1296.64,27.79278836,352,1,0,0.017544562,0,1,1,0,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0
CUS_0x6070,4,20,0,0.003515396,0.489091369,6,7,16,0,16,11,9.13,4,2,1296.64,42.94468168,333.6666667,1,0,0.012090755,0,1,0,0,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0,0,0.666666667
CUS_0x6070,5,20,0,0.003515396,0.489091369,6,7,16,0,16,8,9.13,4,2,1296.64,34.35765024,354,0,0,0.007871935,0,1,0,0,0.333333333,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0
CUS_0x6070,6,20,0,0.003515396,0.489091369,6,7,16,0,16,13,13.13,4,2,1296.64,28.77693774,233.3333333,1,0,0.026658503,2,1,0,1,0.333333333,0.666666667,0,0.333333333,0,0,0.333333333,0,0.666666667
CUS_0x6070,7,20,0,0.003515396,0.489091369,6,7,16,0,16,10,9.13,4,2,1296.64,40.75852164,356,1,0,0.005928557,0,1,0,0,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0.666666667,0.333333333,0
CUS_0x6070,8,20,0,0.003515396,0.489091369,6,7,16,0,16,11,9.13,4,2,1296.64,27.72764678,357,1,0,0.02680846,0,1,0,1,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,0,0
CUS_0xfdb,1,33,13,0.00104496,0.174132051,6,7,17,6,11,12,9.22,8,2,1283.37,28.94089259,77,1,103.0375604,0.025486162,1,1,1,1,1,1,0,0,1,1,0,0,1
